field_1,x-etr89,y-etr89,z-wgs84,descriptio,x-gk-z3,y-gk-z3,z-DHHN,category,St,Loc,FinalD,IceD,WsIceD,WsSlushD,%Dep,MeasD,Npts,Spike,VelX,VelY,VelZ,Angle,VxErr,VyErr,VzErr,SNR1,SNR2,SNR3,Temp,Tilt,CorrFact,MeanV,Area,Flow,%Q,lat_flowtr,lon_flowtr,stem_name,layer,path,horizon_v,angle_v,ang_v_corr,ang,tke_proxy
"21",8.147978332999999,48.901808119999998,157.448000000000008,,3437609.489000000059605,5418617.258000000379980,109.471999999999994,h2o,"29",343.300000000000011,0.580000000000000,,,,0.429000000000000,0.249000000000000,80,0.000000000000000,-0.062000000000000,0.027000000000000,-0.098000000000000,156.103000000000009,0.003000000000000,0.002000000000000,0.009000000000000,27.242000000000001,26.893999999999998,29.742000000000001,26.199999999999999,1.114000000000000,1,,,,,48.901789999999998,8.147990000000000,,plitt-2607,file:///P:/aktiv/2021_DFG_NSFC_Econnect/200%20Data%20Acquisition/240%20Fieldwork/data/plittersdorf/flowtracker2/merged_flowtracker_dgps/plitt-2607.csv?type=csv&maxFields=10000&detectTypes=yes&xField=x-gk-z3&yField=y-gk-z3&crs=EPSG:5683&spatialIndex=no&su,0.0676239603,-23.5323485609,-8.5323485609,38.5323485609,0.00004700
,8.148826851999999,48.902929800000003,159.723666699999995,,3437673.092999999877065,5418741.298999999649823,111.747666699999996,h2o,"0",342.350000000000023,0.332000000000000,,,,0.425000000000000,0.141000000000000,80,0.000000000000000,0.103000000000000,0.055000000000000,-0.218000000000000,28.065999999999999,0.005000000000000,0.004000000000000,0.016000000000000,35.450000000000003,35.511000000000003,38.033000000000001,25.026000000000000,0.223000000000000,1,,,,,48.902920000000002,8.148809999999999,1,plitt-2707,file:///P:/aktiv/2021_DFG_NSFC_Econnect/200%20Data%20Acquisition/240%20Fieldwork/data/plittersdorf/flowtracker2/merged_flowtracker_dgps/plitt-2707.csv?type=csv&maxFields=10000&detectTypes=yes&xField=x-gk-z3&yField=y-gk-z3&crs=EPSG:5683&spatialIndex=no&su,0.1167647207,28.1013513060,43.1013513060,-13.1013513060,0.00014850
,8.148789075000000,48.902954639999997,159.253999999999991,,3437670.354999999515712,5418744.092000000178814,111.278000000000006,h2o,"1",342.350000000000023,0.787000000000000,,,,0.410000000000000,0.323000000000000,80,0.000000000000000,0.262000000000000,0.092000000000000,-0.373000000000000,19.469999999999999,0.003000000000000,0.003000000000000,0.011000000000000,36.231000000000002,36.310000000000002,37.924999999999997,25.027000000000001,0.647000000000000,1,,,,,48.902960000000000,8.148780000000000,2,plitt-2707,file:///P:/aktiv/2021_DFG_NSFC_Econnect/200%20Data%20Acquisition/240%20Fieldwork/data/plittersdorf/flowtracker2/merged_flowtracker_dgps/plitt-2707.csv?type=csv&maxFields=10000&detectTypes=yes&xField=x-gk-z3&yField=y-gk-z3&crs=EPSG:5683&spatialIndex=no&su,0.2776832728,19.3484715349,34.3484715349,-4.3484715349,0.00006950
,8.148980067000000,48.903085769999997,158.843333300000012,,3437684.520000000018626,5418758.519000000320375,110.867333299999999,h2o,"3",342.350000000000023,0.853000000000000,,,,0.414333333000000,0.353666667000000,80,0.333333333000000,-0.220000000000000,-0.044333333000000,0.184666667000000,-168.108000000000004,0.016000000000000,0.011333333000000,0.043666667000000,36.935666670000003,37.300666669999998,39.192000000000000,25.050999999999998,1.154666667000000,1,,,,,48.903096669999996,8.148973333000002,3,plitt-2707,file:///P:/aktiv/2021_DFG_NSFC_Econnect/200%20Data%20Acquisition/240%20Fieldwork/data/plittersdorf/flowtracker2/merged_flowtracker_dgps/plitt-2707.csv?type=csv&maxFields=10000&detectTypes=yes&xField=x-gk-z3&yField=y-gk-z3&crs=EPSG:5683&spatialIndex=no&su,0.2244224686,11.3933808890,26.3933808890,3.6066191110,0.00114561
,8.149025288000002,48.903158490000003,157.897666700000002,,3437687.925999999977648,5418766.567999999970198,109.921666700000003,h2o,"5",342.350000000000023,0.877000000000000,,,,0.477000000000000,0.418000000000000,80,0.000000000000000,0.104000000000000,-0.097000000000000,0.363000000000000,-42.944000000000003,0.007000000000000,0.004000000000000,0.017000000000000,37.661999999999999,37.893999999999998,40.200000000000003,25.088000000000001,1.730000000000000,1,,,,,48.903170000000003,8.149030000000000,4,plitt-2707,file:///P:/aktiv/2021_DFG_NSFC_Econnect/200%20Data%20Acquisition/240%20Fieldwork/data/plittersdorf/flowtracker2/merged_flowtracker_dgps/plitt-2707.csv?type=csv&maxFields=10000&detectTypes=yes&xField=x-gk-z3&yField=y-gk-z3&crs=EPSG:5683&spatialIndex=no&su,0.1422146265,-43.0054306988,-28.0054306988,58.0054306988,0.00017700
,8.149168297999999,48.903264829999998,160.327333299999992,,3437698.541999999899417,5418778.276999999769032,112.351333299999993,h2o,"6.5",342.350000000000023,0.962000000000000,,,,0.506000000000000,0.486500000000000,80,0.000000000000000,-0.006500000000000,-0.014000000000000,0.033000000000000,30.449999999999999,0.003000000000000,0.006000000000000,0.023000000000000,38.295999999999999,38.622500000000002,40.649999999999999,25.058499999999999,0.558000000000000,1,,,,,48.903269999999999,8.149170000000000,5,plitt-2707,file:///P:/aktiv/2021_DFG_NSFC_Econnect/200%20Data%20Acquisition/240%20Fieldwork/data/plittersdorf/flowtracker2/merged_flowtracker_dgps/plitt-2707.csv?type=csv&maxFields=10000&detectTypes=yes&xField=x-gk-z3&yField=y-gk-z3&crs=EPSG:5683&spatialIndex=no&su,0.0154353490,65.0952311919,80.0952311919,-50.0952311919,0.00028700
,8.149250795000000,48.903264759999999,159.448000000000008,,3437704.589999999850988,5418778.200999999418855,111.471999999999994,h2o,"8",342.350000000000023,0.423000000000000,,,,0.348000000000000,0.147000000000000,80,2.000000000000000,-0.101000000000000,-0.011000000000000,0.041000000000000,-173.521999999999991,0.002000000000000,0.003000000000000,0.012000000000000,34.145000000000003,34.673000000000002,36.637000000000000,25.027000000000001,1.454000000000000,1,,,,,48.903289999999998,8.149270000000000,6,plitt-2707,file:///P:/aktiv/2021_DFG_NSFC_Econnect/200%20Data%20Acquisition/240%20Fieldwork/data/plittersdorf/flowtracker2/merged_flowtracker_dgps/plitt-2707.csv?type=csv&maxFields=10000&detectTypes=yes&xField=x-gk-z3&yField=y-gk-z3&crs=EPSG:5683&spatialIndex=no&su,0.1015972441,6.2156358997,21.2156358997,8.7843641003,0.00007850
,8.149322515000000,48.903352419999997,160.109666699999991,,3437709.956999999936670,5418787.890999999828637,112.133666700000006,h2o,"9",342.350000000000023,0.582000000000000,,,,0.344000000000000,0.200000000000000,80,0.000000000000000,0.004000000000000,0.019000000000000,-0.070000000000000,78.656000000000006,0.005000000000000,0.002000000000000,0.009000000000000,34.777999999999999,35.033999999999999,36.951000000000001,25.030999999999999,0.734000000000000,1,,,,,48.903370000000002,8.149319999999999,7,plitt-2707,file:///P:/aktiv/2021_DFG_NSFC_Econnect/200%20Data%20Acquisition/240%20Fieldwork/data/plittersdorf/flowtracker2/merged_flowtracker_dgps/plitt-2707.csv?type=csv&maxFields=10000&detectTypes=yes&xField=x-gk-z3&yField=y-gk-z3&crs=EPSG:5683&spatialIndex=no&su,0.0194164878,78.1113419604,93.1113419604,-63.1113419604,0.00005500
,8.149275655000000,48.903391100000000,159.605999999999995,,3437706.570000000298023,5418792.229999999515712,111.629999999999995,h2o,"10",342.350000000000023,1.056000000000000,,,,0.414000000000000,0.437000000000000,80,0.000000000000000,0.011000000000000,0.048000000000000,-0.176000000000000,77.085999999999999,0.002000000000000,0.002000000000000,0.009000000000000,35.265999999999998,35.759000000000000,37.218000000000004,25.113000000000000,1.368000000000000,1,,,,,48.903399999999998,8.149290000000002,8,plitt-2707,file:///P:/aktiv/2021_DFG_NSFC_Econnect/200%20Data%20Acquisition/240%20Fieldwork/data/plittersdorf/flowtracker2/merged_flowtracker_dgps/plitt-2707.csv?type=csv&maxFields=10000&detectTypes=yes&xField=x-gk-z3&yField=y-gk-z3&crs=EPSG:5683&spatialIndex=no&su,0.0492442890,77.0925913287,92.0925913287,-62.0925913287,0.00004450
,8.149349206000000,48.903483979999997,160.004999999999995,,3437712.078000000212342,5418802.497999999672174,112.028999999999996,h2o,"11",342.350000000000023,1.059000000000000,,,,0.406000000000000,0.430000000000000,80,0.000000000000000,-0.012000000000000,0.006000000000000,-0.034000000000000,154.967999999999989,0.003000000000000,0.001000000000000,0.006000000000000,36.137999999999998,36.645000000000003,37.881999999999998,25.135999999999999,0.909000000000000,1,,,,,48.903489999999998,8.149369999999999,9,plitt-2707,file:///P:/aktiv/2021_DFG_NSFC_Econnect/200%20Data%20Acquisition/240%20Fieldwork/data/plittersdorf/flowtracker2/merged_flowtracker_dgps/plitt-2707.csv?type=csv&maxFields=10000&detectTypes=yes&xField=x-gk-z3&yField=y-gk-z3&crs=EPSG:5683&spatialIndex=no&su,0.0134164079,-26.5650511771,-11.5650511771,41.5650511771,0.00002300
,8.149463799999999,48.903489790000002,160.806333300000006,,3437720.486000000033528,5418803.050999999977648,112.830333300000007,h2o,"12.5",342.350000000000023,0.353000000000000,,,,0.450500000000000,0.159000000000000,80,0.000000000000000,-0.085000000000000,-0.074500000000000,0.280000000000000,-139.765500000000003,0.005000000000000,0.005500000000000,0.022000000000000,35.135500000000000,35.049500000000002,37.044499999999999,25.117999999999999,1.153000000000000,1,,,,,48.903494999999999,8.149485000000000,10,plitt-2707,file:///P:/aktiv/2021_DFG_NSFC_Econnect/200%20Data%20Acquisition/240%20Fieldwork/data/plittersdorf/flowtracker2/merged_flowtracker_dgps/plitt-2707.csv?type=csv&maxFields=10000&detectTypes=yes&xField=x-gk-z3&yField=y-gk-z3&crs=EPSG:5683&spatialIndex=no&su,0.1130276515,41.2336120290,56.2336120290,-26.2336120290,0.00026962
,8.149573978999999,48.903595369999998,160.533666699999998,,3437728.694999999366701,5418814.701999999582767,112.557666699999999,h2o,"14",342.350000000000023,0.790000000000000,,,,0.430000000000000,0.340000000000000,80,1.000000000000000,-0.302000000000000,-0.038000000000000,0.165000000000000,-172.813999999999993,0.012000000000000,0.009000000000000,0.036000000000000,34.575000000000003,35.015000000000001,36.759999999999998,25.172000000000001,0.752000000000000,1,,,,,48.903599999999997,8.149590000000000,11,plitt-2707,file:///P:/aktiv/2021_DFG_NSFC_Econnect/200%20Data%20Acquisition/240%20Fieldwork/data/plittersdorf/flowtracker2/merged_flowtracker_dgps/plitt-2707.csv?type=csv&maxFields=10000&detectTypes=yes&xField=x-gk-z3&yField=y-gk-z3&crs=EPSG:5683&spatialIndex=no&su,0.3043813398,7.1717121654,22.1717121654,7.8282878346,0.00076050
,8.149079384000000,48.903117279999996,162.889333300000004,,3437691.839999999850988,5418761.940999999642372,114.913333300000005,h2o,"15.5",342.350000000000023,0.428000000000000,,,,0.455500000000000,0.195000000000000,80,5.000000000000000,-0.202000000000000,-0.145500000000000,0.552000000000000,-144.092500000000001,0.004500000000000,0.008000000000000,0.032000000000000,35.356499999999997,35.693500000000000,37.417499999999997,25.164999999999999,1.518000000000000,1,,,,,48.903115000000000,8.149100000000002,12,plitt-2707,file:///P:/aktiv/2021_DFG_NSFC_Econnect/200%20Data%20Acquisition/240%20Fieldwork/data/plittersdorf/flowtracker2/merged_flowtracker_dgps/plitt-2707.csv?type=csv&maxFields=10000&detectTypes=yes&xField=x-gk-z3&yField=y-gk-z3&crs=EPSG:5683&spatialIndex=no&su,0.2489462793,35.7650938874,50.7650938874,-20.7650938874,0.00055412
,8.149026210000002,48.903058039999998,163.374333299999989,,3437687.867999999783933,5418755.395999999716878,115.398333300000004,h2o,"17",342.350000000000023,0.418000000000000,,,,0.457000000000000,0.191000000000000,80,1.000000000000000,-0.144000000000000,0.019000000000000,-0.067000000000000,172.598000000000013,0.006000000000000,0.003000000000000,0.013000000000000,34.572000000000003,34.942000000000000,37.011000000000003,25.202999999999999,1.085000000000000,1,,,,,48.903039999999997,8.149039999999999,13,plitt-2707,file:///P:/aktiv/2021_DFG_NSFC_Econnect/200%20Data%20Acquisition/240%20Fieldwork/data/plittersdorf/flowtracker2/merged_flowtracker_dgps/plitt-2707.csv?type=csv&maxFields=10000&detectTypes=yes&xField=x-gk-z3&yField=y-gk-z3&crs=EPSG:5683&spatialIndex=no&su,0.1452480637,-7.5164417163,7.4835582837,22.5164417163,0.00010700
,8.148768252000000,48.902918380000003,160.747999999999990,,3437668.782999999821186,5418740.076999999582767,112.772000000000006,h2o,"18",342.350000000000023,0.779000000000000,,,,0.433000000000000,0.337000000000000,80,0.000000000000000,0.236000000000000,0.049000000000000,-0.197000000000000,11.817000000000000,0.004000000000000,0.003000000000000,0.010000000000000,34.786000000000001,34.795000000000002,36.792999999999999,25.164999999999999,0.959000000000000,1,,,,,48.902909999999999,8.148740000000000,14,plitt-2707,file:///P:/aktiv/2021_DFG_NSFC_Econnect/200%20Data%20Acquisition/240%20Fieldwork/data/plittersdorf/flowtracker2/merged_flowtracker_dgps/plitt-2707.csv?type=csv&maxFields=10000&detectTypes=yes&xField=x-gk-z3&yField=y-gk-z3&crs=EPSG:5683&spatialIndex=no&su,0.2410331927,11.7295035059,26.7295035059,3.2704964941,0.00006250
,8.148727083000002,48.902830670000000,159.784666700000002,,3437665.655999999959022,5418730.356999999843538,111.808666700000003,h2o,"19",342.350000000000023,0.624000000000000,,,,0.357000000000000,0.223000000000000,80,0.000000000000000,0.134000000000000,-0.011000000000000,0.030000000000000,-4.525000000000000,0.004000000000000,0.003000000000000,0.009000000000000,34.677000000000000,34.972000000000001,37.055000000000000,25.184999999999999,0.621000000000000,1,,,,,48.902819999999998,8.148709999999999,15,plitt-2707,file:///P:/aktiv/2021_DFG_NSFC_Econnect/200%20Data%20Acquisition/240%20Fieldwork/data/plittersdorf/flowtracker2/merged_flowtracker_dgps/plitt-2707.csv?type=csv&maxFields=10000&detectTypes=yes&xField=x-gk-z3&yField=y-gk-z3&crs=EPSG:5683&spatialIndex=no&su,0.1344507345,-4.6928625056,10.3071374944,19.6928625056,0.00005300
,8.148651202000000,48.902758960000000,160.409999999999997,,3437660.003000000026077,5418722.445000000298023,112.433999999999997,h2o,"20",342.350000000000023,0.691000000000000,,,,0.463000000000000,0.320000000000000,80,0.000000000000000,0.147000000000000,0.073000000000000,-0.290000000000000,26.390999999999998,0.005000000000000,0.003000000000000,0.012000000000000,34.741000000000000,35.377000000000002,37.456000000000003,25.172999999999998,1.211000000000000,1,,,,,48.902749999999997,8.148630000000002,16,plitt-2707,file:///P:/aktiv/2021_DFG_NSFC_Econnect/200%20Data%20Acquisition/240%20Fieldwork/data/plittersdorf/flowtracker2/merged_flowtracker_dgps/plitt-2707.csv?type=csv&maxFields=10000&detectTypes=yes&xField=x-gk-z3&yField=y-gk-z3&crs=EPSG:5683&spatialIndex=no&su,0.1641279988,26.4089322732,41.4089322732,-11.4089322732,0.00008900
,8.148584601000000,48.902675979999998,160.450333300000011,,3437655.016999999992549,5418713.270999999716878,112.474333299999998,h2o,"21",342.350000000000023,0.541000000000000,,,,0.325000000000000,0.176000000000000,80,0.000000000000000,0.033000000000000,-0.057000000000000,0.220000000000000,-59.860999999999997,0.002000000000000,0.003000000000000,0.010000000000000,35.162999999999997,35.356999999999999,37.018999999999998,25.204000000000001,0.878000000000000,1,,,,,48.902670000000001,8.148590000000000,17,plitt-2707,file:///P:/aktiv/2021_DFG_NSFC_Econnect/200%20Data%20Acquisition/240%20Fieldwork/data/plittersdorf/flowtracker2/merged_flowtracker_dgps/plitt-2707.csv?type=csv&maxFields=10000&detectTypes=yes&xField=x-gk-z3&yField=y-gk-z3&crs=EPSG:5683&spatialIndex=no&su,0.0658634952,-59.9314171781,-44.9314171781,74.9314171781,0.00005650
,8.148507328999999,48.902680869999998,159.521333300000009,,3437649.358000000007451,5418713.878000000491738,111.545333299999996,h2o,"22",342.350000000000023,0.874000000000000,,,,0.382000000000000,0.334000000000000,80,0.000000000000000,0.265000000000000,-0.059000000000000,0.212000000000000,-12.436999999999999,0.006000000000000,0.007000000000000,0.026000000000000,35.136000000000003,35.590000000000003,37.777000000000001,25.172999999999998,0.325000000000000,1,,,,,48.902679999999997,8.148510000000000,18,plitt-2707,file:///P:/aktiv/2021_DFG_NSFC_Econnect/200%20Data%20Acquisition/240%20Fieldwork/data/plittersdorf/flowtracker2/merged_flowtracker_dgps/plitt-2707.csv?type=csv&maxFields=10000&detectTypes=yes&xField=x-gk-z3&yField=y-gk-z3&crs=EPSG:5683&spatialIndex=no&su,0.2714884896,-12.5516985507,2.4483014493,27.5516985507,0.00038050
,8.148580209000000,48.902622160000000,160.151999999999987,,3437654.628000000026077,5418707.290000000968575,112.176000000000002,h2o,"23.5",342.350000000000023,0.419000000000000,,,,0.467000000000000,0.195500000000000,80,3.500000000000000,-0.193500000000000,-0.050000000000000,0.192500000000000,-165.576999999999998,0.004000000000000,0.008000000000000,0.035000000000000,37.898000000000003,38.345500000000001,40.160499999999999,25.193000000000001,1.168000000000000,1,,,,,48.902614999999997,8.148580000000003,19,plitt-2707,file:///P:/aktiv/2021_DFG_NSFC_Econnect/200%20Data%20Acquisition/240%20Fieldwork/data/plittersdorf/flowtracker2/merged_flowtracker_dgps/plitt-2707.csv?type=csv&maxFields=10000&detectTypes=yes&xField=x-gk-z3&yField=y-gk-z3&crs=EPSG:5683&spatialIndex=no&su,0.1998555729,14.4882032280,29.4882032280,0.5117967720,0.00065250
,8.148466772000003,48.902605889999997,160.235666699999996,,3437646.291999999899417,5418705.574000000953674,112.259666699999997,h2o,"25",342.350000000000023,0.871000000000000,,,,0.413000000000000,0.360000000000000,80,1.000000000000000,-0.191000000000000,-0.126000000000000,0.487000000000000,-146.730999999999995,0.005000000000000,0.004000000000000,0.014000000000000,36.823999999999998,36.706000000000003,38.686000000000000,25.206000000000000,0.725000000000000,1,,,,,48.902589999999996,8.148470000000000,20,plitt-2707,file:///P:/aktiv/2021_DFG_NSFC_Econnect/200%20Data%20Acquisition/240%20Fieldwork/data/plittersdorf/flowtracker2/merged_flowtracker_dgps/plitt-2707.csv?type=csv&maxFields=10000&detectTypes=yes&xField=x-gk-z3&yField=y-gk-z3&crs=EPSG:5683&spatialIndex=no&su,0.2288165204,33.4122719839,48.4122719839,-18.4122719839,0.00011850
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00011050
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00010100
